arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,26325,1958.050000,0.074380,0.127009,0,0,18859,1443,490,48
1,29474,1518.150000,0.051508,0.127006,0,0,14211,1941,631,101
2,21510,1150.850000,0.053503,0.127009,1,0,10717,1565,1090,62
3,15292,714.500000,0.046724,0.127004,0,0,6549,1192,1461,22
4,12431,545.000000,0.043842,0.127007,0,0,4889,1122,1514,15
5,10239,431.700000,0.042162,0.127003,2,0,3806,986,1584,12
