arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,47423,2381.000000,0.050208,0.124424,4,0,23612,324,1336,52
1,25084,1167.050000,0.046526,0.124424,1,0,11585,153,2198,90
2,49754,2466.800000,0.049580,0.124424,1,0,24460,398,1198,64
3,66647,3543.150000,0.053163,0.124424,0,0,35276,311,190,39
4,712,30.900000,0.043399,0.317861,0,0,300,18,81,16
5,1246,51.800000,0.041573,0.241949,0,0,463,110,189,6
