arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,26620,1514.350000,0.056888,0.123275,0,0,15073,141,2111,73
1,47753,2575.650000,0.053937,0.123274,1,0,24725,2045,441,141
2,21888,1022.000000,0.046692,0.123274,1,0,9787,848,1952,131
3,21847,985.750000,0.045121,0.123273,0,0,9639,437,2156,62
4,25,0.000000,0.000000,1000000000.000000,0,0,0,0,0,14
5,26,0.000000,0.000000,1000000000.000000,0,0,0,0,0,12
