arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,132371,6718.850000,0.050758,0.108190,2,0,63374,7593,3300,52
1,66883,3124.400000,0.046714,0.108190,1,0,30123,2224,5179,74
2,3294,154.950000,0.047040,0.201924,2,0,1508,47,220,27
3,1996,96.650000,0.048422,0.243822,0,0,951,31,51,21
4,1921,92.450000,0.048126,0.243994,0,0,903,43,61,12
5,1545,74.450000,0.048188,0.261165,1,0,721,29,62,6
