arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,20065,851.050000,0.042415,0.113571,0,0,8387,247,3584,20
1,164418,8321.400000,0.050611,0.113574,0,0,82975,478,2334,58
2,42736,2018.600000,0.047234,0.113572,0,0,19393,1586,3479,63
3,14187,546.800000,0.038542,0.113573,0,0,5438,60,3333,61
4,10,0.000000,0.000000,1000000000.000000,0,0,0,0,0,7
5,10,0.000000,0.000000,1000000000.000000,0,0,0,0,0,5
