arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,58531,2962.000000,0.050606,0.113154,0,0,29466,308,4213,74
1,39594,1782.200000,0.045012,0.113153,0,0,17663,318,4059,95
2,29631,1299.750000,0.043865,0.113150,1,0,12650,677,3686,87
3,44754,2074.900000,0.046362,0.113154,3,0,19835,1774,3432,51
4,26,0.000000,0.000000,1000000000.000000,0,0,0,0,0,15
5,67,2.900000,0.043284,1.153862,1,0,18,4,0,0
