arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,31511,2304.700000,0.073140,0.126687,0,0,22361,1372,196,57
1,29936,2059.100000,0.068783,0.126687,0,0,19926,1330,463,89
2,26271,1510.050000,0.057480,0.126682,0,0,14036,2129,550,87
3,25,0.000000,0.000000,1000000000.000000,0,0,0,0,0,28
4,25,0.000000,0.000000,1000000000.000000,0,0,0,0,0,7
5,26,0.000000,0.000000,1000000000.000000,0,0,0,0,0,0
