arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,18296,1647.850000,0.090066,0.130656,0,0,16468,21,901,55
1,18474,1769.750000,0.095797,0.130655,0,0,17667,61,741,116
2,18212,1718.100000,0.094339,0.130652,0,0,17167,28,818,75
3,12079,536.850000,0.044445,0.130650,0,0,5281,175,1723,40
4,10674,453.950000,0.042529,0.130655,0,0,4465,149,1751,12
5,10562,445.650000,0.042194,0.130650,0,0,4385,143,1755,8
