arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,52889,2719.350000,0.051416,0.112898,0,0,27142,103,4405,60
1,79613,3805.350000,0.047798,0.112898,1,0,37226,1637,3604,104
2,38543,1826.450000,0.047387,0.112897,2,0,17320,1853,3391,143
3,7162,309.450000,0.043207,0.147844,1,0,2940,291,965,45
4,25,0.000000,0.000000,1000000000.000000,0,0,0,0,0,5
5,39,1.500000,0.038462,2.209443,1,0,6,0,0,0
