arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,24041,986.000000,0.041013,0.105376,0,0,9685,350,4988,20
1,44112,1995.650000,0.045241,0.105375,0,0,19837,239,6382,57
2,72155,3619.000000,0.050156,0.105377,1,0,35752,858,7435,91
3,17753,675.950000,0.038075,0.105374,1,0,6613,275,4449,63
4,39651,1748.800000,0.044105,0.105375,0,0,16832,1312,5571,20
5,37210,1603.300000,0.043088,0.105376,0,0,15432,1202,5451,11
