arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,134535,6997.250000,0.052011,0.102434,0,0,69761,423,12274,28
1,63106,2794.800000,0.044287,0.102432,1,0,27727,424,8576,46
2,41496,1779.400000,0.042881,0.102432,1,0,17739,92,7361,58
3,288855,14163.950000,0.049035,0.102432,0,0,139914,3451,14487,54
4,66763,2921.750000,0.043763,0.102432,0,0,28835,765,8547,30
5,1371,68.200000,0.049745,0.289852,1,0,667,12,15,7
