arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,103957,4987.200000,0.047974,0.108650,0,0,49735,274,7197,78
1,412038,20904.700000,0.050735,0.108650,8,0,204782,8386,1114,182
2,392630,19566.200000,0.049834,0.108650,0,0,194009,3306,3974,168
3,95860,4750.800000,0.049560,0.116745,0,0,45247,4522,818,111
4,19912,992.800000,0.049859,0.138491,0,0,8816,2224,30,9
5,26,0.000000,0.000000,1000000000.000000,0,0,0,0,0,1
