arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,630014,26100.750000,0.041429,0.078632,0,0,259983,2049,110744,39
1,105448,3902.450000,0.037008,0.078629,0,0,38932,185,27821,75
2,975421,40829.250000,0.041858,0.078630,4,0,406910,2693,160148,66
3,8350,344.600000,0.041269,0.142253,0,0,3289,314,1447,22
4,8457,347.150000,0.041049,0.142237,1,0,3371,183,1521,8
5,3068,100.700000,0.032823,0.161588,0,0,934,146,1043,12
