time_ms,ub,lb,gap
17,,148,
17,,148,
18,166,148,0.108434
18,166,148,0.108434
18,166,148,0.108434
18,166,148,0.108434
19,166,148,0.108434
20,166,148,0.108434
21,166,148,0.108434
21,166,148,0.108434
22,166,148,0.108434
23,166,148,0.108434
24,166,148,0.108434
24,166,148,0.108434
25,166,148,0.108434
26,166,148,0.108434
27,166,148,0.108434
28,166,148,0.108434
28,166,148,0.108434
29,166,148,0.108434
30,166,148,0.108434
31,166,148,0.108434
32,166,148,0.108434
33,166,148,0.108434
34,166,148,0.108434
35,166,148,0.108434
36,166,148,0.108434
37,166,148,0.108434
38,166,148,0.108434
39,166,148,0.108434
40,166,148,0.108434
41,166,148,0.108434
42,166,148,0.108434
43,166,148,0.108434
44,166,148,0.108434
45,166,148,0.108434
47,166,148,0.108434
48,166,148,0.108434
49,166,148,0.108434
50,166,148,0.108434
51,166,148,0.108434
52,166,148,0.108434
54,166,148,0.108434
55,166,148,0.108434
56,166,148,0.108434
57,166,148,0.108434
58,166,148,0.108434
60,166,148,0.108434
61,166,148,0.108434
62,166,148,0.108434
64,166,148,0.108434
65,166,148,0.108434
66,166,148,0.108434
68,166,148,0.108434
69,166,148,0.108434
71,166,148,0.108434
72,166,148,0.108434
74,166,148,0.108434
75,166,148,0.108434
76,166,148,0.108434
78,166,148,0.108434
79,166,148,0.108434
81,166,148,0.108434
82,166,148,0.108434
84,166,148,0.108434
85,166,148,0.108434
87,166,148,0.108434
88,166,148,0.108434
90,166,148,0.108434
91,166,148,0.108434
93,166,148,0.108434
95,166,148,0.108434
96,166,148,0.108434
98,166,148,0.108434
99,166,148,0.108434
101,166,148,0.108434
103,166,148,0.108434
104,166,148,0.108434
106,166,148,0.108434
108,166,148,0.108434
109,166,148,0.108434
111,166,148,0.108434
113,166,148,0.108434
115,166,148,0.108434
117,166,148,0.108434
119,166,148,0.108434
120,166,148,0.108434
122,166,148,0.108434
124,166,148,0.108434
126,166,148,0.108434
128,166,148,0.108434
130,166,148,0.108434
132,166,148,0.108434
134,166,148,0.108434
136,166,148,0.108434
138,166,148,0.108434
139,166,148,0.108434
141,166,148,0.108434
143,166,148,0.108434
145,166,148,0.108434
148,166,148,0.108434
150,166,148,0.108434
152,166,148,0.108434
154,166,148,0.108434
156,166,148,0.108434
158,166,148,0.108434
160,166,148,0.108434
162,166,148,0.108434
165,166,148,0.108434
167,166,148,0.108434
169,166,148,0.108434
171,166,148,0.108434
173,166,148,0.108434
176,166,148,0.108434
178,166,148,0.108434
180,166,148,0.108434
182,166,148,0.108434
185,166,148,0.108434
187,166,148,0.108434
189,166,148,0.108434
191,166,148,0.108434
194,166,148,0.108434
196,166,148,0.108434
198,166,148,0.108434
201,166,148,0.108434
203,166,148,0.108434
206,166,148,0.108434
208,166,148,0.108434
210,166,148,0.108434
213,166,148,0.108434
215,166,148,0.108434
218,166,148,0.108434
220,166,148,0.108434
223,166,148,0.108434
225,166,148,0.108434
227,166,148,0.108434
230,166,148,0.108434
232,166,148,0.108434
235,166,148,0.108434
238,166,148,0.108434
240,166,148,0.108434
243,166,148,0.108434
245,166,148,0.108434
248,166,148,0.108434
251,166,148,0.108434
253,166,148,0.108434
256,166,148,0.108434
258,166,148,0.108434
261,166,148,0.108434
264,166,148,0.108434
267,166,148,0.108434
269,166,148,0.108434
272,166,148,0.108434
275,166,148,0.108434
278,166,148,0.108434
281,166,148,0.108434
283,166,148,0.108434
286,166,148,0.108434
289,166,148,0.108434
292,166,148,0.108434
295,166,148,0.108434
298,166,148,0.108434
300,166,148,0.108434
303,166,148,0.108434
306,166,148,0.108434
309,166,148,0.108434
312,166,148,0.108434
315,166,148,0.108434
318,166,148,0.108434
321,166,148,0.108434
324,166,148,0.108434
327,166,148,0.108434
330,166,148,0.108434
333,166,148,0.108434
336,166,148,0.108434
339,166,148,0.108434
343,166,148,0.108434
346,166,148,0.108434
349,166,148,0.108434
352,166,148,0.108434
355,166,148,0.108434
358,166,148,0.108434
361,166,148,0.108434
365,166,148,0.108434
368,166,148,0.108434
371,166,148,0.108434
375,166,148,0.108434
378,166,148,0.108434
381,166,148,0.108434
385,166,148,0.108434
388,166,148,0.108434
391,166,148,0.108434
395,166,148,0.108434
398,166,148,0.108434
402,166,148,0.108434
405,166,148,0.108434
409,166,148,0.108434
413,166,148,0.108434
416,166,148,0.108434
419,166,148,0.108434
423,166,148,0.108434
427,166,148,0.108434
430,166,148,0.108434
434,166,148,0.108434
438,166,148,0.108434
441,166,148,0.108434
445,166,148,0.108434
449,166,148,0.108434
452,166,148,0.108434
457,166,148,0.108434
462,166,148,0.108434
466,166,148,0.108434
470,166,148,0.108434
474,166,148,0.108434
477,166,148,0.108434
481,166,148,0.108434
485,166,148,0.108434
