arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,192801,10150.850000,0.052649,0.108264,0,0,96412,10193,2423,48
1,135343,6940.850000,0.051283,0.108264,2,0,65959,6863,4114,101
2,65491,3091.100000,0.047199,0.110365,1,0,28767,4270,3660,62
3,35797,1604.600000,0.044825,0.110413,1,0,14648,2778,3696,22
4,25529,1130.500000,0.044283,0.113537,0,0,10067,2476,2892,15
5,29974,1314.450000,0.043853,0.108265,3,0,11456,3323,3637,12
