arm_id,num_selected,total_reward,avg_reward,final_ucb_score,reward_better_solution,reward_f_improve,reward_new_config,reward_known_config,reward_fail_new_config,initial_priority_inheritance_sum
0,29312,1194.250000,0.040743,0.102523,0,0,11935,15,6329,29
1,18380,669.550000,0.036428,0.102522,0,0,6693,5,5177,57
2,530487,25941.650000,0.048902,0.102527,2,0,259313,171,19439,78
3,666,31.500000,0.047297,0.364651,0,0,315,0,26,70
4,742,36.600000,0.049326,0.362181,0,0,365,2,0,18
5,10,0.000000,0.000000,1000000000.000000,0,0,0,0,0,1
