loop_cnt,region,inherit,reward,outcome,h,g,f
43488,1,2,0,0,28,34,62
43491,3,6,0.1,2,13,48,61
43493,2,3,0.1,2,8,54,62
43494,0,2,0.1,2,3,59,62
43496,3,6,0.1,2,14,47,61
43497,0,3,0.1,2,8,54,62
43498,2,1,0.1,2,8,54,62
43502,3,5,0.1,2,13,49,62
43503,0,2,0.1,2,3,59,62
43506,2,2,0.1,2,8,54,62
43510,3,4,0.1,2,13,49,62
43512,0,3,0.1,2,15,47,62
43515,2,1,0.1,2,8,54,62
43516,3,4,0.1,2,13,49,62
43519,0,2,0.1,2,3,59,62
43521,2,3,0,0,8,54,62
43523,3,6,0.1,2,14,48,62
43527,0,1,0.1,2,5,57,62
43528,3,6,0.1,2,14,47,61
43529,0,1,0,0,3,59,62
43531,3,6,0.1,2,14,48,62
43532,3,4,0.1,2,13,49,62
43534,1,0,0,0,28,34,62
43535,3,6,0.1,2,12,50,62
43536,3,5,0.1,2,14,47,61
43537,2,2,0.1,2,8,54,62
43539,3,4,0.1,2,12,50,62
43540,0,3,0.1,2,10,52,62
43541,2,3,0.1,2,8,54,62
43542,3,2,0.1,2,12,50,62
43545,0,1,0.1,2,3,59,62
43546,2,2,0.1,2,8,54,62
43548,3,5,0.1,2,13,49,62
43549,0,1,0.1,2,3,59,62
43550,2,1,0.1,2,8,54,62
43551,3,3,0.1,2,12,50,62
43552,0,0,0.1,2,5,57,62
43553,2,3,0.1,2,8,54,62
43554,3,2,0.1,2,12,50,62
43555,0,0,0.1,2,3,59,62
43557,2,4,0.1,2,8,54,62
43558,3,3,0.1,2,12,50,62
43559,0,2,0.1,2,15,46,61
43560,2,1,0.1,2,8,54,62
43562,1,4,0.1,2,28,34,62
43563,3,5,0.05,1,13,49,62
43565,0,4,0.1,2,15,47,62
43569,2,2,0.1,2,8,54,62
43570,1,6,0.1,2,28,34,62
43572,0,2,0.1,2,7,55,62
43573,2,1,0.05,1,8,54,62
43575,1,4,0.1,2,26,36,62
43576,0,1,0.1,2,3,59,62
43577,3,4,0.1,2,12,50,62
43578,1,5,0.1,2,28,33,61
43579,0,3,0.1,2,8,54,62
43580,3,4,0.1,2,12,50,62
43582,1,3,0,0,28,33,61
43585,0,0,0.1,2,5,57,62
43586,3,4,0.1,2,12,50,62
43587,2,1,0.1,2,8,54,62
43588,0,1,0.1,2,3,59,62
43592,3,5,0.1,2,13,49,62
43596,2,2,0.1,2,8,54,62
43600,0,2,0.1,2,3,59,62
43601,3,4,0.1,2,12,50,62
43602,0,0,0.1,2,4,58,62
43603,2,2,0.1,2,8,54,62
43604,3,4,0.1,2,13,49,62
43607,0,0,0.1,2,5,57,62
43608,2,3,0.1,2,8,54,62
43609,3,6,0.1,2,14,48,62
43610,0,2,0.1,2,3,59,62
43611,2,1,0.1,2,8,54,62
43613,3,4,0.1,2,13,49,62
43615,0,1,0.1,2,6,56,62
43616,2,1,0.1,2,8,54,62
43618,3,2,0.1,2,12,50,62
43619,0,3,0.1,2,6,56,62
43620,2,2,0.1,2,8,54,62
43624,3,6,0.1,2,14,48,62
43627,0,0,0.1,2,4,58,62
43630,2,1,0.1,2,8,54,62
43631,3,5,0.1,2,14,47,61
43632,1,0,0,0,28,32,60
43633,0,0,0.1,2,6,56,62
43637,3,2,0.1,2,12,50,62
43638,2,1,0.1,2,8,54,62
43641,0,4,0.1,2,8,54,62
43643,3,4,0.1,2,12,50,62
43644,2,1,0.1,2,8,54,62
43645,0,1,0,0,3,59,62
43647,3,3,0.1,2,13,49,62
43649,2,2,0.1,2,8,54,62
43651,3,6,0.1,2,13,49,62
43655,2,4,0.1,2,8,54,62
43656,3,6,0.1,2,13,49,62
43657,2,2,0.1,2,8,54,62
43658,3,7,0.1,2,14,48,62
43659,2,2,0.1,2,8,54,62
43660,3,5,0.1,2,13,49,62
43661,2,3,0.1,2,8,54,62
43662,0,3,0.1,2,3,59,62
43664,3,4,0.1,2,14,48,62
43665,2,4,0.1,2,8,54,62
43666,0,0,0.1,2,5,57,62
43668,1,6,0.1,2,28,33,61
43669,3,5,0.1,2,13,48,61
43670,0,0,0.1,2,5,57,62
43673,2,2,0,0,8,54,62
43674,1,3,0.1,2,28,34,62
43675,3,5,0.1,2,13,48,61
43676,0,3,0.1,2,15,47,62
43677,3,4,0.1,2,13,49,62
43679,1,5,0.1,2,28,34,62
43681,0,0,0.1,2,6,56,62
43684,3,6,0.1,2,14,48,62
43685,1,5,0.1,2,28,33,61
43686,0,4,0.1,2,8,54,62
43690,3,7,0.1,2,14,48,62
43691,1,7,0.1,2,28,34,62
43692,0,3,0.1,2,3,59,62
43693,3,4,0.1,2,13,49,62
43694,1,7,0.1,2,28,34,62
43695,0,2,0.1,2,4,58,62
43697,3,8,0.1,2,14,48,62
43699,2,2,0.1,2,8,54,62
43701,1,4,0.1,2,28,33,61
43703,0,0,0.1,2,3,59,62
43704,3,6,0.1,2,13,49,62
43707,2,1,0.1,2,8,54,62
43708,1,4,0.1,2,28,34,62
43710,0,0,0.1,2,5,57,62
43712,3,6,0.1,2,14,48,62
43713,2,1,0.1,2,8,54,62
43718,0,1,0.1,2,3,59,62
43720,1,6,0,0,28,34,62
43722,3,4,0.1,2,13,49,62
43725,2,3,0.1,2,8,54,62
43727,0,2,0.1,2,3,59,62
43728,3,7,0.1,2,14,48,62
43729,2,3,0.1,2,8,54,62
43730,0,1,0.1,2,7,55,62
43731,3,5,0.1,2,13,48,61
43732,0,0,0.1,2,5,57,62
43735,2,1,0.1,2,8,54,62
43736,3,6,0.1,2,14,48,62
43738,0,1,0.05,1,4,58,62
43740,2,4,0.1,2,8,54,62
43742,3,5,0.1,2,13,49,62
43743,2,1,0.1,2,8,54,62
43744,3,4,0.1,2,13,49,62
43745,2,2,0.1,2,8,54,62
43749,3,6,0.1,2,14,48,62
43750,0,3,0.1,2,3,59,62
43752,2,4,0.1,2,8,54,62
43754,3,6,0.1,2,13,49,62
43756,0,0,0.1,2,5,57,62
43757,3,5,0.1,2,13,49,62
43759,2,1,0.1,2,8,54,62
43760,1,2,0.1,2,26,36,62
43761,0,1,0.1,2,7,55,62
43763,3,6,0.1,2,14,48,62
43765,2,2,0.1,2,8,54,62
43766,1,5,0.1,2,28,33,61
43767,0,0,0.1,2,4,58,62
43769,3,5,0.1,2,14,48,62
43770,2,1,0.1,2,8,54,62
43771,1,4,0.1,2,28,34,62
43772,0,1,0.1,2,7,55,62
43773,3,6,0.1,2,13,49,62
43779,2,3,0.1,2,8,54,62
43781,0,1,0.05,1,3,59,62
43782,1,2,0.1,2,28,34,62
43783,3,5,0.1,2,13,48,61
43787,2,2,0.1,2,8,54,62
43788,1,2,0.1,2,26,36,62
43790,3,5,0.1,2,13,48,61
43792,2,1,0.1,2,8,54,62
43795,1,7,0.1,2,28,33,61
43796,3,3,0.1,2,12,50,62
43798,2,2,0.1,2,8,54,62
43799,0,3,0.1,2,15,46,61
43800,3,2,0.1,2,13,48,61
43802,1,2,0,0,28,34,62
43803,2,1,0.1,2,8,54,62
43804,0,0,0.1,2,6,56,62
43806,3,5,0.1,2,13,49,62
43807,2,2,0.1,2,8,54,62
43809,0,1,0.1,2,3,59,62
43810,3,6,0.1,2,14,48,62
43811,2,3,0.1,2,8,54,62
43814,0,1,0.1,2,3,59,62
43816,3,5,0.1,2,12,50,62
43818,0,2,0.1,2,9,53,62
43819,2,1,0.1,2,8,54,62
43820,3,3,0.05,1,12,49,61
43821,0,0,0.1,2,6,56,62
43822,2,2,0.1,2,8,54,62
43823,0,2,0.1,2,7,55,62
43824,2,2,0.1,2,8,54,62
43826,0,1,0.1,2,7,55,62
43834,2,2,0.1,2,8,54,62
43836,3,6,0.1,2,13,49,62
43838,0,0,0.1,2,4,58,62
43842,3,2,0.1,2,13,49,62
43843,2,2,0.1,2,8,54,62
43844,0,1,0.1,2,6,56,62
43847,1,5,0.1,2,28,33,61
43849,3,4,0.1,2,12,50,62
43854,2,3,0.1,2,8,54,62
43857,0,0,0.1,2,4,58,62
43859,1,4,0.1,2,28,34,62
43861,3,2,0.1,2,12,50,62
43863,2,3,0.1,2,8,54,62
43864,0,1,0.1,2,3,59,62
43865,1,3,0.1,2,28,34,62
43866,3,4,0.1,2,12,50,62
43868,2,3,0.1,2,8,54,62
43869,0,0,0.1,2,4,58,62
43870,3,7,0.1,2,14,47,61
43871,1,7,0.1,2,28,34,62
43872,2,3,0.1,2,8,54,62
43873,0,1,0.1,2,6,56,62
43874,3,1,0.1,2,12,50,62
43875,1,4,0.1,2,28,34,62
43878,2,1,0.1,2,8,54,62
43879,0,3,0.1,2,15,47,62
43881,3,3,0.1,2,13,49,62
43882,1,3,0,0,28,34,62
43883,2,2,0.1,2,8,54,62
43884,0,3,0.1,2,3,59,62
43885,3,4,0.1,2,13,49,62
43886,2,2,0.1,2,8,54,62
43889,0,3,0.1,2,11,51,62
43891,3,4,0.1,2,14,48,62
43897,2,1,0.1,2,8,54,62
43900,0,0,0.1,2,4,58,62
43901,3,6,0.1,2,13,49,62
43902,2,2,0.1,2,8,54,62
43903,0,3,0.1,2,3,59,62
43905,3,3,0.1,2,12,50,62
43907,2,1,0.1,2,8,54,62
43909,0,0,0.1,2,5,57,62
43913,3,6,0.1,2,14,47,61
43917,0,5,0.1,2,8,54,62
43918,2,4,0.1,2,8,54,62
43919,3,4,0.1,2,13,49,62
43920,0,0,0.1,2,4,58,62
43921,2,2,0.1,2,8,54,62
43922,3,3,0.1,2,13,49,62
43924,0,2,0.1,2,6,56,62
43925,2,2,0.1,2,8,54,62
43928,3,4,0.1,2,13,48,61
43930,0,1,0.1,2,6,56,62
43931,2,1,0.1,2,8,54,62
43933,1,5,0,0,28,33,61
43934,3,4,0.1,2,13,49,62
43935,0,1,0,0,3,59,62
43937,3,6,0.1,2,14,48,62
43938,2,2,0.1,2,8,54,62
43943,3,4,0.1,2,12,50,62
43945,2,2,0.1,2,8,54,62
43948,3,5,0.1,2,13,49,62
43950,2,1,0.1,2,8,54,62
43952,3,6,0.1,2,13,48,61
43956,2,3,0.1,2,8,54,62
43957,3,5,0.1,2,13,49,62
43959,2,2,0.1,2,8,54,62
43960,0,0,0.1,2,5,57,62
43962,3,5,0.1,2,12,50,62
43963,2,2,0.1,2,9,53,62
43964,0,2,0.1,2,3,59,62
43966,3,4,0.1,2,13,49,62
43971,2,3,0.1,2,8,54,62
43973,0,0,0.1,2,5,57,62
43975,3,5,0.1,2,14,48,62
43976,2,1,0.1,2,8,54,62
43977,1,4,0.1,2,28,34,62
43979,0,1,0,0,3,59,62
43982,3,6,0.1,2,13,49,62
43986,2,1,0.1,2,9,53,62
43988,1,4,0.1,2,28,33,61
43990,3,3,0.1,2,13,49,62
43992,2,1,0.1,2,8,54,62
43993,1,3,0.1,2,26,36,62
43994,3,5,0.1,2,14,48,62
43995,2,1,0.1,2,8,54,62
43996,3,4,0.1,2,13,49,62
43997,1,0,0,0,28,34,62
43998,2,1,0.1,2,8,54,62
43999,3,5,0.1,2,13,49,62
44000,0,1,0.1,2,3,59,62
44003,2,3,0,0,8,54,62
44004,3,6,0.1,2,14,48,62
44006,0,0,0.1,2,4,58,62
44007,3,5,0.1,2,13,49,62
44008,0,0,0.1,2,4,58,62
44010,3,5,0.1,2,14,48,62
44011,0,1,0.1,2,3,59,62
44012,3,4,0.1,2,12,50,62
44013,0,2,0.1,2,3,59,62
44015,3,6,0.1,2,13,49,62
44016,0,4,0.1,2,15,47,62
44017,3,5,0.1,2,13,49,62
44018,2,2,0.1,2,8,54,62
44019,0,1,0.1,2,6,56,62
44020,3,6,0.1,2,13,48,61
44021,2,2,0.1,2,8,54,62
44022,0,1,0.1,2,3,59,62
44028,1,3,0.1,2,26,36,62
44029,3,4,0.1,2,12,50,62
44031,2,2,0.1,2,8,54,62
44032,0,1,0.1,2,7,55,62
44033,1,3,0,0,26,36,62
44036,3,5,0.1,2,14,48,62
44037,0,1,0.1,2,7,55,62
44039,2,3,0.1,2,8,54,62
44042,3,4,0.1,2,13,49,62
44043,0,0,0.1,2,4,58,62
44044,2,2,0.1,2,10,52,62
44045,3,5,0.1,2,14,48,62
44048,0,0,0.1,2,7,55,62
44050,3,5,0.1,2,14,48,62
44051,2,1,0.1,2,8,54,62
44054,0,0,0.1,2,5,57,62
44055,3,5,0.1,2,12,50,62
44056,2,1,0.05,1,8,54,62
44060,0,1,0.1,2,7,55,62
44064,3,5,0.1,2,14,48,62
44065,0,0,0.1,2,4,58,62
44066,3,5,0.1,2,14,48,62
44067,0,1,0.1,2,3,59,62
44069,3,4,0.1,2,13,47,60
44070,2,1,0.1,2,8,54,62
44072,0,1,0.1,2,6,56,62
44074,3,6,0.1,2,14,48,62
44077,2,2,0.1,2,8,54,62
44078,1,5,0.1,2,27,35,62
44079,0,1,0.1,2,3,59,62
44080,3,4,0.1,2,12,50,62
44082,2,2,0.1,2,8,54,62
44083,1,2,0,0,28,34,62
44086,0,0,0.1,2,4,58,62
44087,3,5,0.1,2,13,49,62
44088,2,1,0.1,2,8,54,62
44091,0,0,0.1,2,5,57,62
44092,3,7,0.1,2,14,48,62
44094,2,2,0.1,2,8,54,62
44095,0,3,0.1,2,3,59,62
44097,3,6,0.1,2,14,48,62
44098,2,4,0.1,2,8,54,62
44099,0,0,0.1,2,4,58,62
44100,3,4,0.1,2,13,49,62
44101,2,2,0.1,2,8,54,62
44102,0,3,0.1,2,3,59,62
44103,3,4,0.1,2,13,49,62
44106,0,0,0.1,2,4,58,62
44108,2,3,0.1,2,8,54,62
44111,3,6,0.1,2,13,49,62
44113,0,4,0.1,2,15,47,62
44114,3,3,0.1,2,12,50,62
44115,2,3,0.1,2,8,54,62
44116,0,2,0.1,2,7,55,62
44118,3,6,0.1,2,13,49,62
44119,2,1,0.1,2,8,54,62
44121,0,0,0.1,2,4,58,62
44122,3,3,0.1,2,12,50,62
44124,2,2,0.1,2,8,54,62
44127,1,6,0.1,2,28,34,62
44130,0,0,0.05,1,5,57,62
44131,3,5,0.1,2,13,49,62
44132,2,1,0.1,2,8,54,62
44134,1,4,0,0,28,34,62
44138,3,3,0.1,2,13,49,62
44139,2,1,0.1,2,8,54,62
44141,3,6,0.1,2,14,48,62
44143,2,2,0.1,2,8,54,62
44144,0,1,0.1,2,6,56,62
44145,3,3,0.1,2,13,49,62
44146,2,1,0.1,2,8,54,62
44149,0,1,0,0,3,59,62
44150,3,3,0.1,2,13,49,62
44153,2,2,0.1,2,8,54,62
44155,3,5,0.1,2,13,49,62
44158,2,2,0.1,2,8,54,62
44160,3,6,0.1,2,12,49,61
44161,2,1,0.1,2,8,54,62
44162,3,2,0.1,2,12,50,62
44164,2,2,0.1,2,8,54,62
44166,3,6,0.1,2,14,48,62
44171,2,1,0.1,2,8,54,62
44173,3,5,0.1,2,14,48,62
44174,0,0,0.1,2,4,58,62
44175,1,6,0.1,2,28,34,62
44180,2,1,0.1,2,8,54,62
44181,3,2,0.1,2,12,50,62
44182,0,1,0.1,2,3,59,62
44183,1,5,0.1,2,28,34,62
44187,2,2,0.1,2,8,54,62
44189,3,5,0.1,2,13,49,62
44190,0,1,0.1,2,7,55,62
44191,1,6,0,0,28,33,61
44192,3,3,0.1,2,12,50,62
44193,0,0,0.1,2,4,58,62
44195,2,1,0.1,2,8,54,62
44197,3,6,0.1,2,14,48,62
44198,0,1,0.1,2,6,56,62
44199,2,1,0.05,1,8,54,62
44200,3,5,0.1,2,14,48,62
44201,0,0,0.1,2,6,56,62
44205,3,4,0.1,2,13,49,62
44206,0,1,0.1,2,3,59,62
44209,3,5,0.1,2,12,50,62
44210,0,0,0.1,2,6,56,62
44211,2,2,0.1,2,8,54,62
44213,3,3,0.1,2,13,49,62
44214,0,0,0.1,2,6,56,62
44217,2,3,0.1,2,8,54,62
44218,3,2,0.1,2,13,49,62
44219,0,3,0.1,2,3,59,62
44220,2,3,0.1,2,8,54,62
44221,3,6,0.1,2,13,48,61
44222,0,0,0.1,2,4,58,62
44223,2,1,0.1,2,8,54,62
44224,3,3,0.1,2,12,50,62
44226,0,3,0.1,2,3,59,62
44227,1,5,0.1,2,28,34,62
44231,2,1,0.1,2,8,54,62
44234,3,2,0.1,2,12,50,62
44235,0,0,0.1,2,5,57,62
44236,1,3,0,0,28,33,61
44237,2,2,0.1,2,8,54,62
44240,3,5,0.1,2,13,49,62
44241,0,1,0.1,2,5,57,62
44242,2,2,0.1,2,8,54,62
44243,3,4,0.1,2,13,49,62
44244,0,0,0.1,2,4,58,62
44245,3,8,0.1,2,14,48,62
44247,2,2,0.1,2,8,54,62
44251,0,2,0.1,2,3,59,62
44253,3,2,0.1,2,12,50,62
44254,0,0,0.1,2,4,58,62
44257,2,3,0.1,2,8,54,62
44258,3,2,0.1,2,12,50,62
44259,0,0,0.1,2,6,56,62
44260,2,1,0.1,2,8,54,62
44261,3,5,0.1,2,13,48,61
44263,0,1,0.1,2,3,59,62
44264,2,2,0.1,2,8,54,62
44266,3,7,0.1,2,14,48,62
44267,0,1,0.1,2,3,59,62
44268,2,3,0.1,2,8,54,62
44269,3,5,0.1,2,14,48,62
44270,0,0,0.05,1,5,57,62
44271,2,1,0,0,8,54,62
44272,3,4,0.1,2,13,49,62
44273,1,6,0.1,2,28,34,62
44274,3,5,0.1,2,13,49,62
44275,1,3,0.1,2,28,34,62
44276,3,5,0.1,2,14,48,62
44277,0,3,0.1,2,15,46,61
44279,1,0,0,0,28,34,62
44282,3,5,0.1,2,14,48,62
44285,0,0,0.1,2,6,56,62
44286,3,3,0.1,2,13,49,62
44287,0,0,0.1,2,3,59,62
44290,3,3,0.1,2,12,50,62
44291,0,1,0.1,2,6,56,62
44292,2,3,0.1,2,8,54,62
44293,3,5,0.1,2,13,49,62
44294,0,0,0.1,2,7,55,62
44295,2,2,0.1,2,8,54,62
44297,3,4,0.1,2,13,49,62
44302,0,1,0.1,2,3,59,62
44305,2,1,0.05,1,8,54,62
44307,3,5,0.1,2,13,49,62
44308,0,2,0.1,2,7,55,62
44312,3,6,0.1,2,14,48,62
44314,0,5,0.1,2,13,49,62
44315,3,6,0.1,2,13,48,61
44316,0,2,0.1,2,7,55,62
44319,2,4,0.1,2,8,54,62
44320,3,6,0.1,2,14,48,62
44321,0,1,0.1,2,4,58,62
44322,1,5,0.1,2,28,34,62
44323,2,1,0.1,2,8,54,62
44324,3,5,0.1,2,14,47,61
44325,0,0,0.1,2,4,58,62
44328,1,4,0.1,2,28,34,62
44330,2,2,0.1,2,8,54,62
44331,3,6,0.1,2,14,48,62
44332,0,0,0.1,2,4,58,62
44333,1,4,0,0,28,34,62
44334,2,2,0.1,2,8,54,62
44336,3,5,0.1,2,14,48,62
44340,0,3,0.1,2,6,56,62
44342,3,6,0.1,2,14,48,62
44344,2,3,0.1,2,8,54,62
44346,0,2,0.1,2,3,59,62
44347,3,6,0.1,2,14,48,62
44349,2,3,0.1,2,8,54,62
44350,0,4,0.1,2,3,59,62
44351,3,4,0.1,2,13,49,62
44353,2,1,0.1,2,8,54,62
44354,0,2,0.1,2,3,59,62
44355,3,5,0.1,2,14,48,62
44360,0,2,0.1,2,8,54,62
44363,2,1,0.1,2,8,54,62
44364,3,4,0.1,2,12,50,62
44365,0,1,0.1,2,3,59,62
44366,2,1,0.1,2,8,54,62
44367,3,3,0.1,2,12,50,62
44368,0,4,0.1,2,8,54,62
44369,2,1,0.1,2,8,54,62
44370,3,4,0.1,2,13,49,62
44371,0,0,0.1,2,3,59,62
44374,2,2,0.1,2,8,54,62
44377,3,2,0.1,2,13,49,62
44379,0,2,0.1,2,3,59,62
44380,2,2,0.1,2,8,54,62
44381,1,7,0.1,2,27,35,62
44383,3,6,0.1,2,13,48,61
44386,0,3,0.1,2,3,59,62
44387,2,3,0.1,2,8,54,62
44388,1,4,0.1,2,28,34,62
44389,3,4,0.1,2,13,49,62
44390,0,3,0.1,2,7,55,62
44391,2,1,0.1,2,8,54,62
44392,1,5,0.1,2,28,33,61
44393,3,5,0.1,2,13,49,62
44395,0,2,0.1,2,7,55,62
44396,2,2,0.1,2,8,54,62
44397,1,3,0.1,2,28,34,62
44398,3,5,0.1,2,13,49,62
44400,0,3,0.1,2,9,53,62
44401,2,3,0,0,8,54,62
44402,1,4,0.1,2,28,34,62
44403,3,6,0.1,2,14,47,61
44404,0,2,0.1,2,7,55,62
44406,3,6,0.1,2,14,48,62
44407,1,6,0,0,28,34,62
44408,0,2,0.1,2,3,59,62
44410,3,4,0.1,2,13,49,62
44411,0,4,0.1,2,6,56,62
44412,3,6,0.1,2,13,48,61
44413,0,1,0.1,2,15,47,62
44416,3,6,0.1,2,14,48,62
44418,0,0,0.1,2,4,58,62
44419,3,6,0.1,2,13,49,62
44421,0,0,0.1,2,4,58,62
44422,2,1,0.1,2,8,54,62
44424,3,4,0.1,2,13,49,62
44425,0,1,0.1,2,3,59,62
44426,2,3,0.1,2,8,54,62
44427,3,5,0.1,2,12,50,62
44428,0,1,0.1,2,3,59,62
44430,2,3,0.1,2,8,54,62
44431,3,6,0.1,2,13,49,62
44432,0,0,0.1,2,6,56,62
44433,2,1,0.1,2,8,54,62
44435,3,3,0.1,2,12,50,62
44436,0,2,0.1,2,7,55,62
44438,2,1,0.1,2,8,54,62
44439,1,5,0,0,28,33,61
44440,3,6,0.1,2,12,50,62
44443,0,0,0.1,2,4,58,62
44444,2,2,0.1,2,8,54,62
44447,3,6,0.1,2,14,48,62
44448,0,1,0.1,2,4,58,62
44449,2,1,0.1,2,9,53,62
44450,3,5,0.1,2,13,48,61
44453,0,0,0.1,2,4,58,62
44454,3,5,0.1,2,14,47,61
44455,2,1,0.1,2,8,54,62
44456,0,3,0.1,2,11,51,62
44457,3,5,0.1,2,14,48,62
44460,2,1,0.1,2,8,54,62
44461,0,1,0.1,2,7,55,62
44462,3,2,0.1,2,12,50,62
44464,2,2,0.1,2,8,54,62
44465,0,1,0.1,2,3,59,62
44466,3,2,0.1,2,12,50,62
44467,2,3,0.1,2,8,54,62
44469,0,0,0.1,2,4,58,62
44471,3,6,0.1,2,12,49,61
44474,0,2,0.1,2,3,59,62
44475,2,4,0.1,2,8,54,62
44476,3,5,0.1,2,13,49,62
44477,0,1,0.1,2,3,59,62
44478,2,3,0.1,2,8,54,62
44479,1,5,0.1,2,28,33,61
44480,3,8,0.1,2,14,48,62
44482,0,2,0.1,2,7,55,62
44483,2,3,0.1,2,8,54,62
44484,1,5,0,0,28,33,61
44485,3,5,0.1,2,12,49,61
44492,0,2,0.1,2,6,56,62
44493,2,2,0.1,2,8,54,62
44494,3,5,0.1,2,14,48,62
44495,0,2,0.1,2,4,58,62
44496,2,3,0.1,2,8,54,62
44498,3,5,0.1,2,12,50,62
44499,0,3,0.1,2,3,59,62
44502,2,3,0.1,2,8,54,62
44504,3,3,0.1,2,12,50,62
44505,0,3,0.1,2,3,59,62
44506,2,3,0.1,2,8,54,62
44507,3,8,0.1,2,14,48,62
44508,0,4,0.1,2,3,59,62
44509,2,3,0.1,2,8,54,62
44510,3,4,0.1,2,13,49,62
44513,0,1,0.1,2,3,59,62
44514,2,3,0.1,2,8,54,62
44516,3,5,0.1,2,14,48,62
44519,0,1,0.1,2,4,58,62
44520,2,1,0.1,2,8,54,62
44521,3,3,0.1,2,13,49,62
44523,0,1,0.1,2,4,58,62
44524,3,5,0.1,2,13,49,62
44525,2,1,0.1,2,8,54,62
44528,0,1,0.1,2,3,59,62
44529,1,2,0,0,28,34,62
44530,3,6,0.1,2,14,48,62
44531,2,3,0.1,2,8,54,62
44532,0,1,0.1,2,3,59,62
44533,3,6,0.1,2,13,49,62
44535,2,1,0.1,2,8,54,62
44537,0,1,0.1,2,5,57,62
44539,3,4,0.1,2,14,48,62
44541,2,1,0.1,2,8,54,62
44542,0,0,0.1,2,4,58,62
44543,3,2,0.1,2,13,49,62
44545,2,4,0.1,2,8,54,62
44547,0,0,0.1,2,4,58,62
44548,3,3,0.1,2,12,50,62
44552,2,3,0.1,2,8,54,62
44553,0,1,0.1,2,6,56,62
44555,3,5,0.1,2,13,49,62
44556,0,1,0.1,2,6,56,62
44557,2,1,0.1,2,8,54,62
44558,3,5,0.1,2,14,48,62
44560,0,0,0.1,2,4,58,62
44561,2,2,0.1,2,8,54,62
44563,3,5,0.1,2,13,48,61
44568,0,1,0.1,2,4,58,62
44569,2,1,0.1,2,8,54,62
44570,3,5,0.1,2,14,48,62
44571,0,3,0.1,2,3,59,62
44572,1,6,0,0,28,33,61
44573,2,3,0.1,2,9,53,62
44574,3,1,0.1,2,13,49,62
44576,0,0,0.1,2,4,58,62
44578,2,3,0.1,2,8,54,62
44579,3,4,0.1,2,13,49,62
44580,0,1,0.1,2,3,59,62
44581,2,2,0.1,2,8,54,62
44582,3,6,0.1,2,14,48,62
44584,0,2,0.1,2,3,59,62
44585,2,1,0.05,1,8,54,62
44586,3,4,0.1,2,14,48,62
44589,0,1,0.1,2,3,59,62
44592,3,4,0.1,2,13,49,62
44593,0,1,0.1,2,9,53,62
44597,3,4,0.1,2,12,50,62
44603,0,0,0.1,2,4,58,62
44604,3,3,0.1,2,13,49,62
44605,2,3,0,0,8,54,62
44608,0,1,0.1,2,3,59,62
44609,3,5,0.05,1,14,47,61
44610,0,2,0.1,2,3,59,62
44611,0,1,0.1,2,3,59,62
44612,1,0,0,0,28,34,62
44613,0,1,0.1,2,3,59,62
44614,3,5,0.1,2,12,50,62
44616,0,2,0.1,2,3,59,62
44618,3,5,0.1,2,12,49,61
44620,0,2,0.1,2,3,59,62
44621,3,4,0.1,2,13,49,62
44622,2,1,0.1,2,8,54,62
44623,0,1,0.1,2,6,56,62
44624,3,4,0.1,2,13,49,62
44625,2,2,0.1,2,8,54,62
44626,0,2,0.1,2,3,59,62
44627,3,7,0.1,2,14,48,62
44628,2,2,0.1,2,8,54,62
44629,0,0,0.1,2,6,56,62
44631,3,5,0.1,2,13,48,61
44632,2,3,0.1,2,8,54,62
44635,0,1,0.1,2,3,59,62
44636,3,5,0.1,2,13,49,62
44639,2,2,0.1,2,8,54,62
44640,0,0,0.1,2,3,59,62
44641,3,1,0.05,1,12,50,62
44642,1,3,0.1,2,28,34,62
44645,2,1,0.1,2,8,54,62
44646,0,0,0.1,2,4,58,62
44647,1,7,0.1,2,27,35,62
44649,0,0,0.1,2,5,57,62
44650,2,2,0.1,2,8,54,62
44651,0,1,0.1,2,3,59,62
44652,1,5,0.1,2,28,34,62
44656,2,1,0.1,2,8,54,62
44658,3,4,0.1,2,12,50,62
44659,0,3,0.1,2,3,59,62
44660,2,1,0.1,2,8,54,62
44661,1,6,0.1,2,28,34,62
44663,3,5,0.1,2,13,49,62
44664,0,0,0.1,2,6,56,62
44666,2,1,0.1,2,8,54,62
44667,1,5,0.1,2,28,34,62
44668,3,5,0.1,2,13,49,62
44671,0,0,0.1,2,4,58,62
44672,2,3,0.1,2,9,53,62
44673,1,2,0.1,2,28,34,62
44674,3,4,0.1,2,12,50,62
44675,0,2,0.1,2,3,59,62
44676,2,3,0.1,2,8,54,62
44678,1,5,0.1,2,28,34,62
44680,3,4,0.1,2,13,49,62
44683,0,1,0,0,3,59,62
44684,2,1,0.1,2,8,54,62
44685,3,4,0.1,2,13,49,62
44686,1,5,0.1,2,28,34,62
44688,3,5,0.1,2,13,49,62
44690,2,2,0.1,2,8,54,62
44692,1,4,0.1,2,27,35,62
44693,3,7,0.1,2,14,48,62
44694,2,2,0.1,2,8,54,62
44695,1,5,0.1,2,27,35,62
44696,3,4,0.1,2,12,50,62
44698,2,1,0.1,2,8,54,62
44700,1,2,0,0,26,36,62
44702,3,6,0.1,2,14,48,62
44705,2,3,0.1,2,8,54,62
44706,0,1,0.1,2,6,56,62
44707,3,4,0.1,2,13,49,62
44711,2,3,0.1,2,8,54,62
44714,0,1,0.1,2,6,56,62
