loop_cnt,region,inherit,reward,outcome,h,g,f
82,0,4,0.1,2,44,12,56
83,1,8,0.1,2,35,24,59
84,2,5,0.1,2,22,38,60
85,3,5,0.1,2,14,46,60
86,4,0,0.05,1,12,65,77
96,5,0,0.1,2,9,70,79
97,0,4,0.1,2,44,12,56
98,1,9,0.1,2,35,25,60
99,2,5,0.1,2,22,38,60
100,3,5,0.1,2,14,46,60
101,5,0,0.05,1,9,70,79
102,4,0,0.1,2,12,65,77
103,0,4,0.1,2,43,13,56
104,1,8,0,0,35,25,60
105,2,3,0.1,2,21,39,60
106,3,6,0.1,2,14,48,62
107,4,0,0.1,2,12,65,77
108,5,0,0,0,9,70,79
109,0,7,0.1,2,42,14,56
110,2,2,0.1,2,21,39,60
111,3,5,0.1,2,14,49,63
112,4,0,0.1,2,12,65,77
113,1,10,0.1,2,35,25,60
114,5,0,0.1,2,9,70,79
115,0,4,0.1,2,43,13,56
116,2,1,0.1,2,20,40,60
117,3,6,0.1,2,14,48,62
118,4,0,0.1,2,12,65,77
119,1,11,0.1,2,35,25,60
120,5,0,0.05,1,9,70,79
121,0,9,0.1,2,41,15,56
122,2,1,0.1,2,20,40,60
123,3,4,0.1,2,14,49,63
124,4,1,0.1,2,11,66,77
125,1,10,0.1,2,34,26,60
126,5,0,0.1,2,9,70,79
127,0,6,0.1,2,42,14,56
128,2,3,0.1,2,21,39,60
129,3,1,0.1,2,13,50,63
130,4,0,0.1,2,11,66,77
131,1,10,0.1,2,34,26,60
132,5,0,0.1,2,9,70,79
133,0,7,0.1,2,40,16,56
134,2,1,0.1,2,19,41,60
135,3,5,0.1,2,14,49,63
136,4,0,0.1,2,11,66,77
137,1,9,0.1,2,33,27,60
138,5,1,0.1,2,9,70,79
139,0,7,0.1,2,40,17,57
140,2,1,0.1,2,18,42,60
141,3,4,0.1,2,14,49,63
142,4,1,0.1,2,11,67,78
143,1,10,0.1,2,34,26,60
144,5,1,0.1,2,9,70,79
145,0,5,0.1,2,40,17,57
146,2,3,0.1,2,17,43,60
147,3,5,0.1,2,14,47,61
148,4,1,0.1,2,11,68,79
149,1,10,0.1,2,33,27,60
150,5,0,0.1,2,9,70,79
151,0,8,0.1,2,40,16,56
152,2,1,0.1,2,19,41,60
153,3,5,0.1,2,14,47,61
154,4,1,0.1,2,10,69,79
155,1,9,0.1,2,32,28,60
156,5,0,0.05,1,9,70,79
157,0,6,0.1,2,42,14,56
158,2,3,0.1,2,21,39,60
159,3,5,0.1,2,14,48,62
160,4,1,0.1,2,9,70,79
161,1,7,0.1,2,33,27,60
165,5,0,0.1,2,9,70,79
166,0,9,0.1,2,40,16,56
167,2,3,0.1,2,17,43,60
168,3,6,0.1,2,14,48,62
169,4,2,0.1,2,8,71,79
170,1,6,0.1,2,32,28,60
171,5,0,0,0,9,70,79
172,0,9,0.1,2,40,17,57
173,2,4,0.1,2,17,44,61
174,3,6,0.1,2,14,49,63
176,4,1,0.1,2,10,69,79
177,1,8,0.1,2,32,28,60
178,5,0,0,0,9,70,79
179,0,4,0.1,2,40,18,58
180,2,2,0.1,2,20,40,60
181,3,4,0.1,2,13,50,63
182,4,0,0.1,2,9,70,79
183,1,5,0.1,2,31,29,60
184,0,5,0.1,2,39,18,57
185,2,1,0.1,2,19,41,60
186,3,5,0.1,2,14,49,63
187,4,0,0.1,2,9,70,79
189,5,0,0.1,2,9,70,79
190,1,5,0.1,2,31,29,60
191,0,8,0.1,2,40,16,56
192,2,3,0.1,2,17,43,60
193,3,2,0.1,2,13,50,63
195,4,0,0.1,2,8,71,79
196,5,1,0.1,2,8,71,79
197,1,5,0.1,2,30,30,60
198,0,6,0.1,2,38,19,57
199,2,4,0.1,2,17,44,61
200,3,5,0.1,2,14,49,63
203,4,0,0.1,2,8,71,79
204,5,0,0.1,2,8,71,79
205,1,4,0.1,2,30,30,60
206,0,4,0.1,2,40,18,58
207,2,3,0.1,2,17,44,61
208,3,5,0.1,2,13,50,63
209,4,1,0.1,2,8,71,79
210,5,1,0.1,2,8,71,79
211,1,7,0.1,2,29,31,60
212,0,6,0.1,2,38,19,57
213,2,2,0.1,2,19,41,60
214,3,4,0.1,2,13,49,62
216,4,0,0,0,8,71,79
217,1,5,0.1,2,31,29,60
219,5,0,0,0,8,71,79
220,0,6,0.1,2,38,19,57
221,2,3,0.1,2,17,45,62
222,3,6,0.1,2,14,48,62
223,1,7,0.1,2,29,31,60
224,4,0,0.1,2,8,71,79
226,5,0,0.1,2,8,71,79
227,0,8,0.1,2,37,20,57
228,2,4,0.1,2,16,46,62
229,3,2,0.1,2,13,49,62
230,1,9,0.1,2,29,31,60
231,4,0,0.1,2,8,71,79
232,5,0,0.1,2,8,71,79
233,0,8,0.1,2,37,21,58
234,2,3,0.1,2,17,44,61
235,3,6,0.1,2,14,49,63
236,1,8,0.1,2,32,28,60
237,4,0,0.1,2,8,71,79
240,5,0,0,0,9,70,79
241,0,6,0.1,2,36,22,58
242,2,3,0.1,2,16,45,61
243,3,5,0.1,2,14,48,62
244,1,7,0.1,2,28,32,60
245,4,0,0,0,9,70,79
246,0,9,0.1,2,38,20,58
247,2,2,0.1,2,17,44,61
248,3,5,0.1,2,14,46,60
249,5,0,0.1,2,8,71,79
250,1,10,0.1,2,28,32,60
251,4,0,0.1,2,8,71,79
252,0,4,0.1,2,39,18,57
253,2,4,0.1,2,15,46,61
254,3,2,0.1,2,13,50,63
255,5,0,0.05,1,8,71,79
256,1,6,0.1,2,28,32,60
257,4,0,0.1,2,8,71,79
258,0,7,0,0,37,20,57
259,2,4,0.1,2,15,46,61
260,3,1,0.1,2,14,51,65
261,5,0,0.1,2,8,71,79
262,1,7,0.1,2,29,33,62
265,4,0,0.1,2,11,68,79
266,2,2,0.1,2,14,47,61
267,3,4,0.1,2,14,49,63
268,0,4,0.1,2,36,22,58
269,1,7,0.1,2,28,32,60
270,5,0,0.1,2,8,71,79
272,4,0,0.1,2,8,71,79
273,2,1,0.1,2,19,41,60
274,3,2,0.1,2,14,51,65
275,0,11,0.1,2,35,23,58
276,1,9,0.1,2,29,31,60
277,5,0,0.1,2,8,71,79
281,4,0,0.1,2,8,71,79
282,2,2,0.1,2,14,47,61
283,3,5,0.1,2,14,47,61
284,0,6,0.1,2,37,21,58
285,1,8,0.1,2,29,33,62
288,5,0,0,0,8,71,79
289,4,0,0.1,2,8,71,79
290,2,3,0.1,2,16,45,61
291,3,4,0.1,2,14,47,61
292,0,5,0.1,2,36,22,58
293,1,6,0.1,2,29,31,60
294,5,0,0,0,8,71,79
297,4,0,0.1,2,8,71,79
298,2,2,0.1,2,15,47,62
299,3,4,0.1,2,14,47,61
300,0,7,0.1,2,38,20,58
301,1,8,0.1,2,28,32,60
302,4,0,0.1,2,11,66,77
303,2,3,0.1,2,16,47,63
304,3,1,0.1,2,14,51,65
305,5,0,0,0,8,71,79
306,0,5,0.1,2,36,22,58
307,1,6,0.1,2,28,32,60
309,4,0,0.1,2,9,70,79
310,2,4,0.1,2,13,48,61
311,3,2,0.1,2,13,52,65
312,0,8,0.1,2,38,20,58
313,1,7,0.1,2,29,33,62
314,5,0,0.1,2,8,71,79
316,4,0,0.1,2,11,67,78
317,2,4,0.1,2,16,46,62
318,3,1,0.1,2,13,50,63
319,0,11,0.1,2,35,23,58
320,1,6,0.1,2,28,32,60
323,5,0,0.1,2,8,71,79
324,4,0,0.1,2,8,71,79
325,2,3,0.1,2,16,47,63
326,3,2,0.1,2,13,52,65
327,0,6,0.1,2,37,21,58
328,1,6,0.1,2,28,32,60
330,5,0,0.1,2,8,71,79
332,4,0,0.05,1,8,71,79
333,2,3,0.1,2,17,44,61
334,3,3,0.1,2,13,50,63
335,0,9,0.1,2,34,24,58
336,1,7,0.1,2,28,32,60
337,5,1,0.1,2,9,70,79
338,2,5,0.1,2,13,49,62
339,3,2,0.1,2,14,51,65
340,4,1,0.1,2,8,71,79
341,0,9,0.1,2,39,20,59
342,1,6,0.1,2,28,32,60
344,5,1,0.1,2,8,71,79
345,2,5,0.1,2,12,50,62
346,3,3,0.1,2,14,50,64
348,4,1,0.1,2,11,67,78
349,0,8,0.1,2,37,20,57
350,1,6,0.1,2,28,32,60
353,5,0,0.1,2,9,70,79
354,2,4,0.1,2,13,49,62
355,3,4,0.1,2,14,49,63
357,4,1,0.1,2,11,67,78
358,0,7,0.1,2,37,20,57
359,1,6,0.1,2,28,32,60
360,5,0,0.1,2,8,71,79
361,2,3,0.1,2,16,47,63
362,3,2,0.1,2,13,52,65
363,4,0,0,0,11,66,77
364,0,7,0.1,2,37,20,57
365,1,7,0.1,2,28,32,60
368,5,0,0.1,2,8,71,79
369,2,4,0.1,2,13,48,61
370,3,1,0.1,2,13,49,62
371,0,7,0.1,2,34,24,58
372,1,5,0.1,2,29,33,62
374,4,0,0,0,8,71,79
375,2,4,0.1,2,13,48,61
376,3,1,0.1,2,13,49,62
378,5,0,0.1,2,8,71,79
379,0,11,0.1,2,35,23,58
380,1,6,0.1,2,28,33,61
381,4,0,0,0,8,71,79
382,2,4,0.1,2,13,48,61
383,3,0,0.1,2,13,50,63
385,5,0,0.1,2,8,71,79
386,0,12,0.1,2,33,25,58
387,1,8,0.1,2,29,33,62
388,2,4,0.1,2,13,49,62
389,3,1,0.1,2,14,51,65
391,5,0,0.1,2,8,71,79
392,0,10,0.1,2,33,25,58
393,1,6,0.1,2,28,32,60
394,4,0,0,0,8,71,79
395,2,3,0.1,2,11,51,62
396,3,2,0.1,2,13,50,63
397,5,0,0.1,2,8,71,79
398,0,10,0.1,2,33,25,58
399,1,6,0.1,2,28,32,60
400,4,1,0.1,2,10,69,79
401,2,3,0.1,2,11,51,62
402,3,6,0.1,2,14,48,62
404,5,0,0.1,2,8,71,79
405,0,13,0.1,2,33,26,59
406,1,6,0.1,2,28,33,61
407,4,0,0,0,8,71,79
408,2,4,0.1,2,16,46,62
409,3,2,0.1,2,13,51,64
411,5,0,0.1,2,8,71,79
412,0,11,0.1,2,32,27,59
413,1,5,0.1,2,28,33,61
414,2,2,0.1,2,10,52,62
415,3,2,0.1,2,13,51,64
417,5,0,0.1,2,8,71,79
418,4,0,0.1,2,9,70,79
419,0,12,0.1,2,32,26,58
420,1,5,0.1,2,29,34,63
421,2,4,0.1,2,12,50,62
422,3,2,0.1,2,13,50,63
424,5,0,0.1,2,9,70,79
425,4,0,0.1,2,9,70,79
426,0,11,0.1,2,33,25,58
427,1,7,0.1,2,29,33,62
428,2,2,0.1,2,10,52,62
429,3,6,0.1,2,14,49,63
430,5,0,0.1,2,8,71,79
431,0,14,0.1,2,34,26,60
432,1,6,0.1,2,29,33,62
434,4,0,0.1,2,8,71,79
435,2,4,0.1,2,13,50,63
436,3,1,0.1,2,13,52,65
437,5,0,0.1,2,8,71,79
438,0,12,0.1,2,32,26,58
439,1,7,0.1,2,28,32,60
441,4,0,0.1,2,13,66,79
442,2,1,0.1,2,10,53,63
443,3,2,0.1,2,13,50,63
444,5,0,0.1,2,8,71,79
445,0,10,0.1,2,31,27,58
446,1,4,0.1,2,29,34,63
447,4,0,0.1,2,8,71,79
448,2,2,0.1,2,11,51,62
449,3,4,0.1,2,14,47,61
450,5,0,0.1,2,8,71,79
451,0,9,0.1,2,34,24,58
452,1,7,0.1,2,28,32,60
453,4,0,0.1,2,11,66,77
454,2,1,0.1,2,10,53,63
455,3,3,0.1,2,13,50,63
456,0,13,0.1,2,33,27,60
457,1,5,0.1,2,29,33,62
459,5,0,0.1,2,8,71,79
460,4,0,0.1,2,11,67,78
461,2,4,0.1,2,14,49,63
462,3,1,0.1,2,13,51,64
463,0,12,0.1,2,33,27,60
464,1,4,0.1,2,29,34,63
466,5,0,0.1,2,8,71,79
467,4,0,0,0,11,67,78
468,2,2,0.1,2,10,52,62
469,3,2,0.1,2,13,50,63
470,0,9,0.1,2,32,28,60
471,1,6,0.1,2,28,35,63
472,5,0,0.1,2,8,71,79
473,2,1,0.1,2,9,54,63
474,3,2,0.1,2,13,51,64
475,4,0,0.1,2,8,71,79
476,0,9,0.1,2,31,28,59
477,1,6,0.1,2,28,34,62
479,5,0,0.1,2,8,71,79
480,2,1,0.1,2,8,55,63
481,3,2,0.1,2,13,50,63
482,4,1,0.1,2,11,68,79
483,0,11,0.1,2,33,25,58
484,1,7,0.1,2,28,33,61
485,5,1,0.1,2,9,70,79
486,2,2,0.1,2,10,52,62
487,3,6,0.1,2,13,48,61
488,4,0,0.1,2,9,70,79
489,0,8,0.1,2,30,28,58
490,1,4,0.1,2,28,33,61
492,5,0,0.1,2,8,71,79
493,2,3,0.1,2,12,51,63
494,3,4,0.1,2,13,49,62
495,4,0,0,0,10,69,79
496,0,8,0.1,2,30,29,59
497,1,5,0.1,2,29,33,62
498,5,0,0.1,2,8,71,79
499,2,3,0.1,2,11,52,63
500,3,2,0.1,2,13,51,64
501,0,11,0.1,2,29,29,58
502,1,5,0.1,2,28,34,62
503,4,0,0.1,2,8,71,79
504,5,0,0.1,2,8,71,79
505,2,3,0.1,2,12,51,63
506,3,4,0.1,2,13,50,63
507,0,12,0.1,2,32,28,60
508,1,5,0.1,2,28,34,62
509,4,1,0.1,2,10,69,79
510,5,0,0.1,2,8,71,79
511,2,2,0.1,2,10,53,63
512,3,5,0.1,2,14,49,63
513,0,10,0.1,2,32,28,60
514,1,8,0.1,2,29,33,62
515,4,1,0.1,2,10,69,79
516,5,0,0.1,2,8,71,79
517,2,1,0.1,2,9,54,63
518,3,2,0.1,2,13,50,63
519,0,10,0.1,2,31,29,60
520,1,6,0.1,2,28,33,61
522,4,0,0.1,2,9,70,79
524,5,0,0.1,2,9,70,79
525,2,4,0.1,2,13,48,61
526,3,2,0.1,2,13,51,64
527,0,12,0.1,2,32,29,61
528,1,7,0.1,2,28,32,60
530,4,1,0.1,2,9,70,79
532,5,1,0.1,2,8,71,79
533,2,2,0.1,2,8,55,63
534,3,4,0.1,2,14,50,64
535,0,12,0.1,2,30,30,60
536,1,6,0,0,28,32,60
538,4,0,0.1,2,10,69,79
542,5,0,0.1,2,9,70,79
543,2,1,0.1,2,7,56,63
544,3,3,0.1,2,13,50,63
545,0,7,0.1,2,32,26,58
546,4,0,0.1,2,8,71,79
548,5,0,0,0,8,71,79
549,1,3,0.1,2,28,34,62
550,2,2,0.1,2,9,54,63
551,3,5,0.1,2,13,48,61
552,0,9,0.1,2,29,29,58
558,4,0,0.1,2,11,68,79
559,1,6,0.1,2,28,32,60
560,2,2,0.1,2,8,55,63
561,3,4,0.1,2,13,50,63
563,5,0,0,0,8,71,79
564,0,11,0.1,2,30,28,58
565,4,0,0.1,2,8,71,79
566,1,4,0,0,28,34,62
567,2,1,0.1,2,7,56,63
568,3,6,0.1,2,14,49,63
569,0,10,0.1,2,29,29,58
571,4,0,0.1,2,10,69,79
572,5,0,0.1,2,9,70,79
573,2,2,0.1,2,10,57,67
574,3,2,0.1,2,13,52,65
575,1,5,0.1,2,28,34,62
576,0,13,0.1,2,30,30,60
577,4,0,0.1,2,8,71,79
580,5,0,0,0,8,71,79
581,2,2,0.1,2,10,57,67
582,3,5,0.1,2,13,48,61
583,1,5,0.1,2,28,33,61
584,0,7,0.1,2,31,28,59
586,4,1,0.1,2,11,68,79
587,2,1,0.1,2,7,56,63
588,3,4,0.1,2,14,49,63
589,1,0,0,0,28,32,60
590,0,7,0.1,2,31,27,58
592,5,0,0,0,8,71,79
593,2,1,0.1,2,7,56,63
594,3,1,0.1,2,13,51,64
595,4,0,0.1,2,8,71,79
596,0,8,0.1,2,29,30,59
597,2,1,0.1,2,7,56,63
598,3,2,0.1,2,13,51,64
599,1,5,0.1,2,28,33,61
601,4,0,0.1,2,9,70,79
602,5,0,0.1,2,9,70,79
603,0,7,0.1,2,29,30,59
604,2,1,0.1,2,9,58,67
605,3,3,0.1,2,13,50,63
606,1,4,0.1,2,28,33,61
608,4,0,0.1,2,11,67,78
609,5,0,0,0,8,71,79
610,0,6,0.1,2,31,27,58
611,2,1,0.1,2,7,56,63
612,3,2,0.1,2,13,51,64
613,1,7,0.1,2,28,32,60
615,4,0,0.1,2,10,69,79
616,0,6,0.1,2,28,31,59
617,5,0,0,0,8,71,79
618,2,1,0.1,2,9,54,63
619,3,6,0.1,2,13,48,61
620,1,6,0.1,2,28,32,60
624,4,1,0.1,2,8,71,79
625,0,11,0.1,2,28,30,58
626,2,2,0.1,2,8,55,63
627,3,1,0.1,2,13,51,64
628,1,6,0.1,2,28,35,63
631,4,1,0.1,2,9,70,79
633,5,1,0.1,2,9,70,79
634,0,9,0.1,2,30,28,58
635,2,1,0.1,2,7,56,63
636,3,2,0.1,2,12,51,63
637,1,6,0.1,2,28,35,63
638,4,1,0.1,2,8,71,79
639,5,0,0,0,8,71,79
640,0,13,0.1,2,29,31,60
641,2,3,0.1,2,8,55,63
642,3,6,0.1,2,14,48,62
643,1,5,0.1,2,28,34,62
645,4,1,0.1,2,8,71,79
646,0,7,0.1,2,27,31,58
647,2,3,0.1,2,9,54,63
648,3,3,0.1,2,13,50,63
649,5,0,0,0,8,71,79
650,1,3,0.1,2,28,33,61
654,4,0,0.1,2,9,70,79
655,0,9,0.1,2,30,28,58
656,2,1,0.1,2,9,55,64
657,3,3,0.1,2,14,51,65
658,1,7,0,0,28,32,60
660,4,0,0.1,2,11,68,79
661,0,5,0.1,2,26,32,58
664,5,0,0.1,2,9,70,79
665,2,2,0.1,2,10,59,69
666,3,2,0.1,2,13,51,64
668,4,0,0,0,9,70,79
669,0,6,0.1,2,27,31,58
670,1,3,0.1,2,28,33,61
671,5,0,0,0,8,71,79
672,2,2,0.1,2,8,55,63
673,3,5,0.1,2,13,48,61
674,0,5,0.1,2,28,31,59
675,1,6,0,0,28,32,60
677,4,0,0.1,2,11,68,79
678,2,1,0.05,1,7,56,63
679,3,3,0.1,2,13,51,64
680,5,0,0,0,8,71,79
681,0,7,0.1,2,26,32,58
682,4,1,0.1,2,10,69,79
683,3,6,0.1,2,13,48,61
684,1,4,0.1,2,28,33,61
685,2,1,0.1,2,10,57,67
686,0,5,0.1,2,28,31,59
687,4,0,0.1,2,8,71,79
689,5,0,0,0,8,71,79
690,3,1,0.1,2,14,52,66
691,1,3,0.1,2,28,36,64
692,2,2,0.1,2,10,57,67
693,0,4,0.1,2,29,32,61
694,4,0,0.1,2,10,69,79
695,3,2,0.1,2,13,52,65
696,1,5,0.1,2,28,33,61
697,2,1,0.1,2,8,56,64
698,0,7,0.1,2,27,32,59
700,5,0,0.1,2,9,70,79
701,3,5,0.1,2,14,48,62
702,4,1,0.1,2,9,70,79
703,1,3,0.1,2,28,34,62
704,2,0,0.1,2,9,56,65
705,0,11,0.1,2,28,30,58
707,5,0,0,0,8,71,79
708,3,2,0.1,2,14,51,65
709,4,0,0.1,2,8,71,79
710,1,4,0.1,2,28,34,62
711,2,1,0.1,2,7,56,63
712,0,6,0.1,2,26,32,58
713,3,2,0.1,2,12,51,63
714,4,0,0.1,2,11,68,79
715,2,2,0.1,2,8,57,65
716,1,6,0.1,2,28,32,60
718,5,0,0.1,2,8,71,79
719,0,7,0.1,2,26,32,58
720,3,2,0.1,2,13,51,64
722,4,0,0,0,9,70,79
723,2,2,0.1,2,10,59,69
724,1,6,0.1,2,28,32,60
725,5,0,0.1,2,9,70,79
726,0,7,0.1,2,25,33,58
727,3,3,0.1,2,13,52,65
728,2,1,0.1,2,7,56,63
729,1,4,0.1,2,28,34,62
730,5,0,0.1,2,9,70,79
731,0,5,0.1,2,26,33,59
733,4,0,0.1,2,9,70,79
734,3,4,0.1,2,14,49,63
735,2,2,0.1,2,8,55,63
736,1,7,0.1,2,28,33,61
737,5,0,0.1,2,8,71,79
738,0,7,0.1,2,25,33,58
739,4,0,0.1,2,9,70,79
740,3,3,0.1,2,13,51,64
741,2,0,0.1,2,9,56,65
742,1,6,0.1,2,28,32,60
743,0,4,0.1,2,25,34,59
744,5,0,0.1,2,9,70,79
745,4,1,0.1,2,8,71,79
746,3,2,0.1,2,14,51,65
747,2,1,0.1,2,10,59,69
748,1,5,0,0,28,33,61
749,0,5,0.1,2,24,35,59
753,5,0,0.1,2,8,71,79
754,4,0,0.1,2,8,71,79
755,3,1,0.1,2,13,50,63
756,2,0,0.1,2,9,56,65
757,0,5,0.1,2,28,31,59
758,5,0,0.1,2,8,71,79
759,4,0,0.05,1,8,71,79
760,1,4,0.1,2,28,34,62
761,3,3,0.1,2,13,50,63
762,2,1,0.1,2,8,56,64
763,0,7,0.1,2,28,34,62
764,5,0,0.1,2,8,71,79
765,1,0,0,0,28,33,61
766,3,2,0.1,2,13,50,63
767,4,0,0,0,8,71,79
768,2,1,0.1,2,7,56,63
769,0,8,0.1,2,26,32,58
770,5,0,0.1,2,8,71,79
771,3,2,0.1,2,14,51,65
772,2,1,0.1,2,8,56,64
773,0,5,0.1,2,25,36,61
774,1,5,0,0,28,33,61
776,4,1,0.1,2,8,71,79
777,5,1,0.1,2,8,71,79
778,3,4,0.1,2,14,50,64
779,2,2,0.1,2,8,55,63
780,0,7,0.1,2,28,31,59
781,4,1,0.1,2,8,71,79
784,5,1,0.1,2,8,71,79
785,3,4,0.1,2,13,51,64
786,1,5,0.1,2,28,34,62
787,2,2,0.1,2,8,55,63
788,0,11,0.1,2,28,30,58
790,4,1,0.1,2,8,71,79
794,5,1,0.1,2,8,71,79
795,3,3,0.1,2,13,52,65
796,1,6,0.1,2,28,32,60
797,2,2,0.1,2,8,57,65
798,0,5,0.1,2,28,32,60
799,4,0,0.1,2,8,71,79
800,3,4,0.1,2,13,50,63
801,5,0,0.1,2,9,70,79
802,1,5,0,0,28,33,61
803,2,2,0.1,2,8,55,63
804,0,4,0.1,2,26,37,63
808,4,0,0.1,2,9,70,79
809,3,2,0.1,2,12,51,63
812,5,0,0.1,2,8,71,79
813,2,2,0.1,2,8,57,65
814,0,7,0.1,2,25,33,58
815,1,5,0.1,2,28,32,60
816,4,0,0.1,2,8,71,79
817,3,2,0.1,2,14,51,65
818,5,0,0.1,2,8,71,79
819,2,1,0.1,2,9,54,63
820,0,6,0.1,2,24,35,59
821,1,5,0.1,2,29,33,62
822,4,0,0.1,2,8,71,79
823,3,4,0.1,2,14,49,63
824,5,0,0.1,2,8,71,79
825,2,2,0.1,2,7,58,65
826,0,7,0.1,2,25,34,59
827,1,9,0.1,2,28,32,60
828,3,3,0.1,2,13,50,63
829,4,0,0,0,8,71,79
832,5,0,0.1,2,9,70,79
833,2,2,0.1,2,8,56,64
834,0,10,0.1,2,29,29,58
835,1,6,0.1,2,28,32,60
836,3,1,0.1,2,14,52,66
837,5,1,0.1,2,8,71,79
838,2,3,0.1,2,7,58,65
839,0,7,0.1,2,28,31,59
841,4,0,0.1,2,8,71,79
842,1,3,0.1,2,28,34,62
843,3,1,0.1,2,14,51,65
844,2,2,0.1,2,9,60,69
851,5,0,0.1,2,8,71,79
852,0,5,0.1,2,27,35,62
853,4,0,0.1,2,8,71,79
854,1,3,0.1,2,29,34,63
855,3,5,0.1,2,14,49,63
856,2,1,0.1,2,8,55,63
857,5,0,0.1,2,8,71,79
858,0,7,0.1,2,25,33,58
859,4,0,0,0,8,71,79
860,1,3,0.1,2,28,34,62
861,3,3,0.1,2,13,49,62
862,2,1,0.1,2,9,54,63
863,5,0,0.1,2,8,71,79
864,0,7,0.1,2,28,30,58
865,3,1,0.1,2,13,52,65
866,1,6,0.1,2,28,35,63
867,2,1,0.1,2,7,56,63
869,4,1,0.1,2,8,71,79
873,5,0,0.1,2,9,70,79
874,0,10,0.1,2,28,32,60
875,3,1,0.1,2,13,50,63
876,1,6,0.1,2,28,33,61
877,2,2,0.1,2,8,56,64
878,4,1,0.1,2,8,71,79
879,5,1,0.1,2,8,71,79
880,0,5,0.1,2,27,35,62
881,3,4,0.1,2,13,52,65
882,1,5,0.1,2,28,33,61
883,2,2,0.1,2,8,56,64
884,4,0,0,0,9,70,79
887,5,0,0.1,2,8,71,79
888,0,4,0.1,2,26,36,62
889,3,6,0.1,2,13,48,61
890,1,3,0.1,2,28,34,62
891,2,2,0.1,2,7,56,63
892,0,5,0.1,2,26,36,62
893,5,0,0.1,2,9,70,79
894,3,4,0.1,2,13,49,62
895,1,4,0.1,2,28,35,63
896,4,0,0,0,8,71,79
897,2,1,0.1,2,9,55,64
898,0,5,0.1,2,24,35,59
900,5,0,0.1,2,9,70,79
901,3,2,0.1,2,13,52,65
902,1,5,0.1,2,29,33,62
903,2,2,0.1,2,8,56,64
904,0,3,0.1,2,25,36,61
906,5,0,0.1,2,9,70,79
907,4,0,0.05,1,8,71,79
908,3,3,0.1,2,13,50,63
909,1,5,0.1,2,29,34,63
910,2,1,0.1,2,7,56,63
911,0,4,0.1,2,26,36,62
912,5,0,0.1,2,8,71,79
913,3,3,0.1,2,13,49,62
914,1,4,0.1,2,29,35,64
915,4,0,0.1,2,8,71,79
916,2,2,0.1,2,7,58,65
917,0,3,0.1,2,25,37,62
918,5,0,0.05,1,8,71,79
919,3,3,0.1,2,13,52,65
920,1,4,0.1,2,28,34,62
921,4,0,0.1,2,8,71,79
922,2,1,0.1,2,6,59,65
923,0,5,0.1,2,25,36,61
924,3,3,0.1,2,13,50,63
925,1,6,0.1,2,28,33,61
926,5,1,0.1,2,8,71,79
927,4,1,0.1,2,8,71,79
928,2,3,0.1,2,7,58,65
929,0,11,0.1,2,29,32,61
930,3,3,0.1,2,13,52,65
931,1,5,0,0,28,34,62
932,5,0,0,0,10,69,79
933,2,1,0.1,2,7,56,63
934,4,0,0,0,10,69,79
935,0,8,0.1,2,28,30,58
936,3,1,0.1,2,13,52,65
937,2,1,0.1,2,8,56,64
938,0,6,0.1,2,28,33,61
939,1,4,0.1,2,28,33,61
940,3,1,0.1,2,14,52,66
942,5,0,0.1,2,8,71,79
945,4,0,0.1,2,8,71,79
946,2,1,0.1,2,8,56,64
947,0,5,0.1,2,24,35,59
948,1,4,0.1,2,28,33,61
949,3,4,0.1,2,14,49,63
954,5,0,0.1,2,9,70,79
960,4,0,0.1,2,8,71,79
961,2,2,0.1,2,8,55,63
962,0,7,0.1,2,25,33,58
963,1,7,0.1,2,28,33,61
964,3,3,0.1,2,13,50,63
965,5,1,0.1,2,8,71,79
966,4,1,0.1,2,8,71,79
967,2,2,0.1,2,7,56,63
968,0,8,0.1,2,26,33,59
969,1,0,0,0,28,32,60
970,3,4,0.1,2,13,50,63
971,5,1,0.1,2,8,71,79
973,4,1,0.1,2,8,71,79
974,2,1,0.1,2,10,53,63
975,0,5,0.1,2,25,37,62
976,3,3,0.1,2,13,50,63
977,5,0,0.1,2,8,71,79
978,4,0,0,0,9,70,79
979,2,1,0,0,7,56,63
980,0,6,0.1,2,25,33,58
981,1,3,0.1,2,28,34,62
982,3,2,0.1,2,13,52,65
983,5,0,0.1,2,8,71,79
984,0,6,0.1,2,28,34,62
985,1,2,0.1,2,28,36,64
986,2,1,0.1,2,8,56,64
987,4,0,0.1,2,8,71,79
988,3,1,0.1,2,13,52,65
989,5,0,0.05,1,8,71,79
990,0,4,0.1,2,26,36,62
991,1,5,0.1,2,28,35,63
992,2,1,0.1,2,7,56,63
995,4,0,0.1,2,8,71,79
996,3,3,0.1,2,13,52,65
997,0,6,0.1,2,25,38,63
1003,5,0,0.1,2,8,71,79
1004,1,5,0.1,2,29,34,63
1005,2,1,0.1,2,8,61,69
1006,3,5,0.1,2,14,47,61
1007,4,0,0,0,8,71,79
1008,0,4,0.1,2,26,37,63
1009,1,6,0.1,2,28,36,64
1014,5,0,0.1,2,8,71,79
1015,2,1,0.1,2,8,55,63
1016,3,3,0.1,2,13,50,63
1017,0,5,0.1,2,25,34,59
1018,1,5,0.1,2,28,33,61
1020,4,0,0.05,1,8,71,79
1022,5,0,0.1,2,10,69,79
1023,2,2,0.1,2,9,54,63
